# convergence data
# read data in Python with:
#     import pandas as pd
#     df = pd.read_csv(open('./paperfig_data/convergence.csv'), index_col=0, header=[4,5])
category,independent,independent,independent,independent,independent,independent,independent,independent,rho,cross,cross,cross,cross,cross,cross,cross
n_trajs,1,2,4,8,16,32,64,128,1,2,4,8,16,32,64,128
iter,,,,,,,,,,,,,,,,
880,0.0027509373202531107,0.002805419261731057,0.002784337823377503,0.002779654304837287,0.002796556752444279,0.002787915326074586,0.0027881716165786274,0.0027886465189665977,0.0021918987412955504,0.0022094587304475333,0.0021583631316066665,0.00218218402388326,0.0021763443803141103,0.0021821122639054114,0.002181832499416614,0.0021807169277916483
890,0.0027296331270127983,0.002783351671188039,0.0027612549417832533,0.002758297034926138,0.002774256413263787,0.0027652910285999033,0.002765923186871966,0.002766514973861156,0.002186736611426654,0.00220453360742634,0.002153583004537829,0.0021773419021999807,0.0021715301997031755,0.002177276517941862,0.002176991782621096,0.0021758765656595402
900,0.002709701415920418,0.0027627095867623908,0.0027396827267184287,0.0027378345126496395,0.0027536353571170347,0.002744174865034976,0.0027452456101421108,0.0027458786767470267,0.0021816417965958568,0.0021996639431300924,0.0021488553080587502,0.0021725567053429984,0.002166749858643513,0.002172484247358164,0.0021722119394480544,0.002171097578903436
910,0.0026910353934459508,0.002743381944711687,0.0027195038182162845,0.002718683447138437,0.0027341030299363744,0.0027243873254364503,0.0027258677191299707,0.002726425981424252,0.002176611234291359,0.0021948477517484966,0.0021442482402308505,0.00216782564419582,0.00216203658149694,0.0021677472221438565,0.0021674819432584425,0.002166365051161301
920,0.002673536426326173,0.002725266184187669,0.0027006097589593603,0.0027007392730956647,0.0027158061250391885,0.002705774023737839,0.0027077535048187773,0.0027082669440045004,0.0021716421331409164,0.0021900831763475015,0.0021396376479776436,0.0021631686611705003,0.0021573644467609565,0.0021630663928009497,0.0021628036371637016,0.0021616928186032336
930,0.002657113477346984,0.002708267654919494,0.002682900384584963,0.0026839062245684886,0.00269864672654907,0.0026884044154730224,0.0026907036942190876,0.0026911709870375278,0.0021667319383881223,0.0021853684768597947,0.002135066220996795,0.002158546354925406,0.002152738184475811,0.0021584305454667163,0.0021581704581046246,0.002157060221387397
940,0.0026416825709977276,0.0026922990580605655,0.0026662832469137587,0.002668789617347622,0.002682711320401654,0.0026720096966870166,0.002674575868927165,0.002675130019841543,0.0021618783025386668,0.0021807020195028226,0.002130537975411073,0.0021539647704772458,0.0021481469443387358,0.0021538497057026484,0.0021535901588236595,0.0021524707814088995
950,0.0026271662887731306,0.0026772799191377983,0.002650673069197085,0.0026541455524194957,0.0026676225031557754,0.0026566892138906173,0.002659464037818582,0.002660120623002138,0.002157079060474576,0.0021762435482641784,0.002126053923745652,0.0021494259831864593,0.0021436259095514165,0.0021493058328238,0.0021490710285263503,0.0021479348633171025
960,0.002613493293587288,0.002663136092036389,0.002635991232522339,0.002640362454196077,0.002653428207686326,0.0026422688561288377,0.0026452251552047112,0.0026459420801439038,0.0021523322082384055,0.0021716599178013274,0.0021216137386703693,0.0021449302494659372,0.00213914146902483,0.002144805139124628,0.0021445814528461282,0.002143445819055345
970,0.002600597882656319,0.0026497992930443193,0.002622165292420431,0.002627068134604116,0.0026401255953742986,0.00262878452331472,0.002631816356349792,0.0026326100243103667,0.002147635884907295,0.002167128021188902,0.00211721652322161,0.002140477012136488,0.0021347162355169758,0.002140343171120107,0.002140125363563561,0.0021389926856298924
980,0.0025884195680443423,0.0026372824795488636,0.0026091285247173968,0.002614529299114543,0.002627403750131929,0.002616061884446741,0.002619223242912083,0.0026199529026976753,0.002142988357026865,0.0021626417076245907,0.0021128611642977635,0.0021360653687050313,0.0021303128999863308,0.002135933171386606,0.002135712631741171,0.002134578428023781
990,0.002576902683853133,0.002625391121605203,0.002596819499762648,0.00260270863991241,0.0026153862141005124,0.002603870274620612,0.002607318518988211,0.0026080256898786125,0.002138388005242131,0.002158197624878344,0.0021085464919424757,0.0021317312722666237,0.002125967781523741,0.002131569849900594,0.002131344030406379,0.0021302122553025216
1000,0.002565996019208927,0.002614126076844414,0.002585181683820492,0.0025915032174739228,0.002604016732315584,0.0025924038483957634,0.0025960212458377985,0.0025967145818316384,0.002133833312742084,0.0021537937302580357,0.002104271348990938,0.0021274335183170123,0.002121649494560729,0.002127236867402016,0.002127013605296879,0.002125888357287886
1010,0.002555652475671577,0.0026034407618418243,0.0025741630665391257,0.002580882871842549,0.002593244070109302,0.0025814794593406187,0.0025852529867922414,0.002585972529398406,0.0021293228552455856,0.0021494285979629657,0.0021001121136472456,0.002123178573783746,0.0021173893833864588,0.0021229454006990167,0.002122720089498098,0.0021215970610544144
1020,0.002545828748278467,0.002593291775248252,0.0025637158134943494,0.002570801868955863,0.002583126903681232,0.0025712326598700264,0.0025750899891052725,0.002575792498190954,0.0021248552923091024,0.0021451010982949104,0.0020959067198411674,0.0021189691389819076,0.0021131590298977265,0.0021186949465136218,0.0021184719367659532,0.0021173471149505962
1030,0.002536485028738489,0.002583638832885704,0.002553795942471071,0.0025612183819259116,0.002573403661364937,0.0025614656732499963,0.0025654561256500674,0.0025661485723941224,0.0021204293596849277,0.00214081024998658,0.0020917424009324614,0.0021147582861056335,0.002108949065810828,0.002114490871220065,0.002114257393815322,0.0021131295909985193
1040,0.00252758472980652,0.0025744446473933147,0.002544594275669776,0.0025524883630454465,0.0025643485926076792,0.0025521423602609117,0.0025562345504788198,0.0025569547055814823,0.002116043862687267,0.002136555152822739,0.0020876153228066574,0.0021105774075893535,0.002104772282380818,0.0021103075431518903,0.0021100757296840245,0.002108953728188867
1050,0.002519094229581409,0.0025664179604227844,0.0025357755376493873,0.002543754608341886,0.0025556042328449546,0.002543212427650543,0.0025474437563054453,0.0025481960970514805,0.002111697670319268,0.002132334957167137,0.002083523302930823,0.002106428715228037,0.0021006290408828177,0.002106155646165009,0.0021059202732742754,0.002104802511258108
1060,0.0025109826345594,0.0025579774328087224,0.002527383496632507,0.0025354200871989807,0.002547250065725093,0.0025347633874843734,0.002539028226903439,0.0025398267894640725,0.0021073897100744032,0.002128148850317535,0.0020794649366535634,0.002102312780304594,0.0020965365218814647,0.002102045028052557,0.0021018059089648045,0.002100679879994738
1070,0.0025032215603839614,0.0025499148491984203,0.002519164073070179,0.0025274531978997095,0.002539177788261515,0.002526622598716055,0.0025310052250719917,0.0025318349392290385,0.0021031189633139435,0.0021239960503918187,0.0020754391904582725,0.00209827837964216,0.002092462421021457,0.0020979587522669263,0.002097730720745372,0.0020966074750864427
1080,0.002495784929093303,0.002542198935006179,0.0025114375394513777,0.0025198254118009578,0.002531530095535084,0.0025188737313704967,0.002523304466292897,0.0025241917326591645,0.002098884461234851,0.002119875803506366,0.002071445213222667,0.0020942571038278235,0.002088418290550398,0.0020939219697312383,0.002093684589541178,0.002092562742271098
1090,0.0024886487818729375,0.002534801923821939,0.0025040848133002225,0.002512510863742712,0.002524118837885503,0.0025114481213248663,0.0025159601814913612,0.002516825322068428,0.0020946852811262184,0.0021157873822728046,0.0020674822488945255,0.002090247576043258,0.0020844046200908517,0.0020899067731144916,0.0020896589804071386,0.0020885509120722734
1100,0.0024817911062290365,0.0025276989657200266,0.0024971632925487874,0.002505486025711434,0.00251700404443167,0.0025043168513174674,0.002508935909244614,0.002509745044196432,0.0020905205431511753,0.002111730084844665,0.0020635495962391115,0.002086262051967047,0.00208042125451402,0.002085939982084173,0.0020856779367864897,0.002084561668451501
1110,0.002475191676696298,0.0025208676798863516,0.002490191064737135,0.0024987294410528937,0.0025103042864219605,0.002497443892615525,0.0025021507962056377,0.0025029586936337056,0.0020863894073298583,0.0021077032340748314,0.002059716195425665,0.002082330576479663,0.00207646775554049,0.002081992578573222,0.0020817276680840102,0.0020806043748182734
1120,0.0024688319079787524,0.0025143743359052895,0.0024834920576936037,0.00249222150351347,0.002503800991791927,0.002490866841450279,0.002495597135561134,0.0024964297514808997,0.002082291070888642,0.002103706176756037,0.0020558467234272904,0.0020784111669074345,0.0020725581758263,0.002078084730793517,0.0020778086161754583,0.0020766848407669514
1130,0.0024626947197975424,0.002508053040052527,0.0024770442016843752,0.0024859442701559153,0.0024975405849940735,0.002484508246490158,0.002489326245100676,0.0024901223668916117,0.002078224765852621,0.0020997382827997457,0.0020520030531285816,0.002074548382242969,0.0020686671919137867,0.0020741977997837946,0.002073918500620886,0.002072792498689191
1140,0.0024567644126038957,0.0025019366143719246,0.0024708279438224734,0.0024798813003300557,0.002491391427288603,0.002478355531319254,0.002483222412591357,0.0024840382251627435,0.0020741897568076206,0.0020957989443722846,0.002048185969034888,0.0020706803491156167,0.0020648190378327325,0.00207032581837463,0.002070043849096259,0.002068929735543845
1150,0.002451026553124125,0.0024960136364576835,0.0024648258095955056,0.002474035829604593,0.00248544855001287,0.0024724240206377424,0.0024773062941245705,0.002478132191306326,0.002070185338883368,0.00209188757505685,0.0020443955452287277,0.002066835761829422,0.0020609817717035517,0.0020664777753079955,0.002066202140955542,0.0020650855563626447
1160,0.002445467869390483,0.002490272719453235,0.00245902207351667,0.0024684983702216723,0.0024796968862829116,0.0024666536500131953,0.0024716014520078655,0.0024724081472181636,0.002066210835943827,0.0020880036090002996,0.0020406315327847757,0.0020630165203435746,0.0020571808679978876,0.00206265528959948,0.00206238871853226,0.00206127271652623
1170,0.002440076154130777,0.0024847027855308124,0.0024536336252900526,0.00246310565669583,0.002474180364807066,0.0024610918253282765,0.0024660806960610238,0.0024668832330179136,0.0020622655988644656,0.002084146500041406,0.0020368935408143773,0.0020592231785363513,0.0020534117806724206,0.002058885766916374,0.0020585990276357213,0.0020574839433836756
1180,0.0024348401762377403,0.0024792932294046555,0.002448401637277886,0.0024578711792322405,0.002468767189115484,0.0024557119862618215,0.002460692887091387,0.002461564123476312,0.0020583490040063657,0.002080315720890069,0.0020331811210547723,0.0020554556820255865,0.0020496733336689,0.0020551135065479675,0.002054830009145192,0.0020537248079077752
1190,0.002429749599435649,0.002474034008499104,0.002443081511588119,0.0024526648630116554,0.0024635647003656835,0.0024504459630153574,0.0024554869443602634,0.0024563436421626283,0.0020544604517569454,0.00207651076230031,0.002029493807052196,0.0020517137104962835,0.002045960479446829,0.002051368145462251,0.002051097754204978,0.0020499872873559477
1200,0.002424794907707417,0.0024689156845925098,0.0024379187154898174,0.0024476003553575154,0.0024584469832834577,0.0024453503266166354,0.00245041953184999,0.0024512779763004033,0.0020505993652004673,0.002072882154536715,0.002025831132246969,0.0020480316652264907,0.0020422508012062357,0.002047648403251001,0.0020473730805118384,0.0020462736224946543
1210,0.00241996733689831,0.002463929434026846,0.0024329006387984187,0.0024426681955868057,0.002453528372064251,0.0024404019568783353,0.0024454615288620474,0.0024463257492228774,0.0020467651889380933,0.00206913387395391,0.002022192638123088,0.002044344663254982,0.0020385643819600396,0.0020439506238125738,0.0020436697098580314,0.0020425850373343435
1220,0.0024152588120494034,0.0024590670378372703,0.002428016358630436,0.0024379484177807775,0.002448802329120925,0.0024355806103643074,0.0024406425642166107,0.0024415088909831573,0.0020429573878912866,0.0020654053226760727,0.0020185778777001007,0.0020406781916737504,0.002034901509226139,0.002040291211141354,0.002039999896831013,0.0020389152044861802
1230,0.002410661889962862,0.0024543208596037314,0.0024232562834713978,0.0024332535778593956,0.0024440573281356848,0.0024308412415462444,0.002435927338535482,0.0024368080948722337,0.002039175446272634,0.0020616987008312826,0.002014986416836395,0.002037036498511391,0.0020312620644244994,0.002036656415046245,0.0020363554058986377,0.002035274991078917
1240,0.0024061697065870247,0.0024496838162360035,0.0024187850635788433,0.00242875265844944,0.0024394250770830572,0.0024262143999526087,0.0024313334843584222,0.002432223455209659,0.0020354188666035222,0.0020580147836777307,0.0020114178345986833,0.002033415445414466,0.0020276599761204217,0.002033041108789435,0.0020327267128215087,0.00203165573737929
1250,0.002401775928808969,0.0024451493450142747,0.0024142471005627053,0.0024242681223004547,0.0024348980446337043,0.0024216930321552255,0.002426831203826141,0.0024277372386064533,0.002031687168784657,0.002054353693370814,0.002007880465656142,0.00202981652332368,0.0020240725890525724,0.002029454056195368,0.0020291258647361365,0.002028059802002824
1260,0.002397474710321257,0.002440711369293802,0.002409987736953778,0.0024198792299992,0.002430469476892627,0.0024172706720031467,0.0024224377310675393,0.0024233528992293474,0.0020279798892506307,0.0020507152584609,0.0020043586706977035,0.00202623979387051,0.0020205192457467547,0.002025877214059779,0.0020255470587398072,0.0020244878103155006
1270,0.00239326065126122,0.0024363642642453165,0.0024056386856293743,0.0024155804221516197,0.00242613327186858,0.002412941378749367,0.0024181354653187714,0.0024190696877377516,0.0020242965801337,0.002047099180862544,0.0020008567300332514,0.0020226850586742007,0.002016981479181168,0.002022328761649872,0.0020219879984949563,0.0020209325255814425
1280,0.00238912876119024,0.0024321028235158026,0.0024013802436138043,0.0024113665449932986,0.0024218838836742584,0.0024086996845218422,0.0024139459661218776,0.002414858095546757,0.002020636808571563,0.002043505112724442,0.001997375367786436,0.0020191520096841664,0.0020134581127999596,0.0020188020975935306,0.0020184531334885847,0.0020173992423073717
1290,0.002385074425252265,0.002427922227409618,0.0023972067785497098,0.002407307275935633,0.002417716247982149,0.002404540549032941,0.0024098101921561366,0.0024107278595978388,0.0020170001559255413,0.002039932691425994,0.0019939147118696043,0.0020156402979356614,0.0020099680489669147,0.002015284520107352,0.002014932617664167,0.0020138866655921017
1300,0.0023810933732072437,0.002423818012882051,0.0023931132092979146,0.002403250270714641,0.0024136257227771463,0.0024004801349949423,0.002405749475797858,0.0024066802357539663,0.002013386217182833,0.0020363815551609488,0.0019904746224722603,0.0020121495645167853,0.002006501013481987,0.0020118029889212297,0.002011448419348305,0.0020103988496460445
1310,0.002377181651073035,0.0024197860454082676,0.0023890949209259826,0.0023993511102906595,0.002409608040200739,0.002396509263167923,0.0024017539563583323,0.002402701497336901,0.0020097946003171385,0.0020328513495310174,0.001987104426387609,0.002008679454045481,0.0020030359404610287,0.002008334764771136,0.002007978660395815,0.0020069277839657174
1320,0.0023733355951669477,0.002415822492909059,0.002385147699402679,0.002395499918595889,0.0024056592667878185,0.0023925743435548874,0.002397834788479214,0.0023987823243362127,0.00200622492566338,0.002029341730056089,0.0019837247326737195,0.0020052296201303887,0.001999590679510277,0.0020048835291928135,0.0020045261404216808,0.002003477150957389
1330,0.0023695518084192457,0.0024119238015489763,0.0023812676803105504,0.002391642531660021,0.0024017757698235886,0.002388741451896048,0.0023939708916830282,0.0023949404265758423,0.0020026768254319816,0.002025852362942726,0.001980352164928978,0.002001799727265885,0.001996165150384366,0.0020014508019527977,0.0020011013173233394,0.002000045532563499
1340,0.002365827138577803,0.002408086673397758,0.0023774513077439163,0.002387846482649225,0.0023979541886014477,0.0023849309740395785,0.002390177854750153,0.0023911518528159093,0.001999149943123446,0.002022382924910082,0.001976993449219089,0.0019983894511922395,0.001992759142529943,0.001998037104109507,0.0019976895967042108,0.0019966358213765467
1350,0.0023621586583898457,0.002404308045914627,0.0023738503527570565,0.002384108637561444,0.0023941914094538497,0.0023811798177089116,0.002386432999295529,0.0023874211831644843,0.001995643933095259,0.002018933102922116,0.001973651494409645,0.001994998478560772,0.0019893881009949155,0.0019946468391560668,0.0019942975097223536,0.001993244009169781
1360,0.002358543647396072,0.0024005850730443035,0.002370142395165975,0.002380426106374234,0.002390484543717486,0.002377485073912222,0.0023827455882530213,0.0023837425293897763,0.0019921584600512965,0.0020155025936045012,0.00197032744670822,0.001991626506350541,0.001986022264495846,0.001991276674872755,0.0019909196790428574,0.0019898678890726273
1370,0.00235497957526154,0.0023969151078416795,0.0023664921213413237,0.0023767962165186507,0.0023868682357290893,0.0023738440316016796,0.002379120435389792,0.00238011819642836,0.001988693198631375,0.002012091102797542,0.0019670216461797896,0.0019882732413396553,0.0019826767475459306,0.0019879215896528857,0.001987570132228944,0.0019865147124965565
1380,0.002351464086573385,0.002393295686629937,0.0023628958631465302,0.0023732164908114584,0.002383263311910633,0.002370254163935548,0.0023755453920839553,0.0023765467539454965,0.0019852478329800416,0.002008698345091431,0.0019637340706841755,0.0019849383994755554,0.001979346832712503,0.0019845854872218016,0.0019842396463707335,0.001983182061230937
1390,0.002347994986851676,0.002389724514327396,0.0023593504789376496,0.0023696846286853646,0.002379707506217188,0.0023667131150486576,0.0023720081011026073,0.0023730223245068682,0.0019818220563763145,0.0020053240433268726,0.001960464540819995,0.001981621705377412,0.001976034296274576,0.001981276498452589,0.001980927057019244,0.001979863274669924
1400,0.0023445702298208193,0.0023861994511215068,0.002355853228767635,0.0023661984900409383,0.0023761984171860595,0.0023632342129263906,0.0023685166827390747,0.0023695411440401992,0.001978415570842662,0.002001967928252135,0.0019572128137065326,0.001978322891816875,0.0019727393242421343,0.0019779767743860477,0.001977622901931486,0.0019765633746666733
1410,0.0023411879056907114,0.0023827185002209816,0.0023524016857419117,0.002362756081076278,0.0023727701377885824,0.002359784983929636,0.002365077224976142,0.0023661181960841215,0.0019750280867777414,0.0019986297381318074,0.0019539786253006675,0.0019750416993165043,0.001969476626410338,0.0019747011100126333,0.0019743389455151306,0.001973278206132134
1420,0.0023378462304507464,0.0023792797966275536,0.0023489936724411242,0.002359414341380317,0.0023693462820173483,0.002356392623447112,0.002361679724582011,0.0023627263050337577,0.001971659322665853,0.001995309218402741,0.0019507617089282725,0.0019717778757555315,0.0019662187428828304,0.0019714348122372716,0.0019710686974342417,0.0019700098194412874
1430,0.0023345435360859756,0.0023758815967998004,0.002345627214706991,0.0023560570219665067,0.002365995399119747,0.0023530721373991037,0.0023583232337507365,0.002359364420920662,0.001968309004725999,0.0019920061213654083,0.001947561802990161,0.0019685311759939372,0.0019629766025743844,0.001968184623200253,0.0019678149562520897,0.001966762141174083
1440,0.002331278261559988,0.0023725222693011805,0.0023423005075746683,0.0023527369521727515,0.0023626553411444373,0.0023497465859680933,0.002355006318239372,0.002356050388026776,0.0019649768666205603,0.001988720205921557,0.0019443786538307917,0.001965301361576799,0.001959766528494278,0.0019649663926002425,0.0019645818332241216,0.001963527523631492
1450,0.002328048944594152,0.0023692002861180894,0.0023391478306785674,0.0023494530260048663,0.0023593508656101214,0.0023464579250253026,0.002351734780260295,0.0023527704685988304,0.0019616626491654188,0.001985451237248026,0.0019412120164317148,0.0019620882004083295,0.001956557181115648,0.0019617538547380686,0.00196136570866845,0.0019603130731083995
1460,0.002324854214125316,0.002365914214736753,0.0023358894103400196,0.002346204100949323,0.002356096878099234,0.0023432049253315768,0.0023484893222383008,0.0023495255516897684,0.0019583661000603936,0.0019821989866040113,0.0019380616542545859,0.001958891466519841,0.0019533642121920547,0.001958562980975298,0.0019581713601877215,0.001957122931270483
1470,0.002321692783371465,0.0023626627109180065,0.002332668375859992,0.002342989032313114,0.0023529136126247963,0.0023399863731077275,0.0023452771513099435,0.002346318003856651,0.001955086973625453,0.0019789632310662775,0.0019349273387695431,0.0019557109397850825,0.0019502033871587887,0.0019553895300664648,0.0019549882990450573,0.0019539447544394406
1480,0.002318563443493571,0.002359444512004316,0.0023294826269230073,0.002339806695075941,0.002349710925728332,0.0023368133697139193,0.0023420908792535222,0.0023431330108729664,0.001951825030554133,0.0019757437533136635,0.0019318088489073126,0.0019525464057039699,0.0019470448334212298,0.0019522241873548563,0.0019518241108059664,0.0019507865347165865
1490,0.0023154650577789093,0.0023562584308536305,0.002326330399002874,0.002336655997349779,0.002346574161105286,0.0023336765104571278,0.0023389531750250825,0.0023399956129972477,0.0019485800376926043,0.001972540341425688,0.0019287688800072589,0.0019493976551501202,0.0019439004388128733,0.0019490802161957754,0.0019486774929281525,0.0019476368680014788
1500,0.002312396556273577,0.002353367222890923,0.0023232101756160972,0.0023335358881541035,0.002343433530328509,0.002330581190609915,0.0023358509370996483,0.0023368879387413166,0.0019453517678027499,0.001969352788673051,0.0019256854897811149,0.0019462644842270782,0.0019407859708708841,0.0019459430840494951,0.0019455479879489923,0.0019444987015609927
1510,0.0023093569308887396,0.002350235479402496,0.0023201206270968555,0.0023304453614316767,0.002340337712188445,0.0023274919676995465,0.002332765769123224,0.0023338053453085816,0.0019421399993271304,0.0019661808933421066,0.0019226146418769297,0.0019431466940073028,0.001937674295559133,0.0019428211885672564,0.0019424283377927898,0.0019413838516411097
1520,0.0023063452309139976,0.00234713473295034,0.0023170605673501488,0.002327383457644716,0.0023372748485882555,0.0023244305731635606,0.002329718892485677,0.002330753555129017,0.0019389445162415475,0.0019630244585574497,0.0019195576235803147,0.0019400440904084881,0.0019345758527135049,0.0019397221384371832,0.0019393267200409348,0.0019382843595997512
1530,0.0023033605588339556,0.0023440633591251814,0.0023140289232793654,0.0023243492637222696,0.002334221974652273,0.0023213964779666973,0.002326687296459351,0.002327724817188237,0.0019357651077868132,0.0019598832920986187,0.0019165149235376155,0.0019369564839742948,0.0019315074702339619,0.0019366390927118005,0.0019362487535670159,0.0019351986242521768
1540,0.002300402066568452,0.0023410200081654953,0.0023110247127551276,0.002321341911974417,0.0023312251005603857,0.00231838904579873,0.0023236777298668576,0.002324727027474993,0.001932601568357173,0.0019567572062746397,0.0019134866628239822,0.0019338836897370149,0.001928438449093628,0.001933561476458845,0.0019331751468452119,0.001932125423783737
1550,0.0022974689519360547,0.0023380035302744684,0.002308047028768967,0.002318397240634762,0.002328257974290371,0.0023154332586348136,0.0023207020446751603,0.002321754030474965,0.001929453697275263,0.0019536460177185244,0.0019104727954863954,0.0019308255270460428,0.0019253835027883692,0.0019305042523415361,0.001930122202258966,0.001929063469128689
1560,0.002294560455452288,0.002335012923730395,0.002305095027546389,0.002315447803784343,0.0023253407441192753,0.002312478304974497,0.0023177690080231628,0.0023188015757902303,0.0019263212986246891,0.0019505495473088885,0.0019075307726802437,0.0019277818194499696,0.0019223428041952317,0.0019274587970857793,0.0019270757457493515,0.0019260224734437559
1570,0.0022916758573546803,0.0023320472985421947,0.002302167919775,0.002312520542799512,0.0023223951520163766,0.0023095628215857866,0.0023148496608136337,0.0023158807141521187,0.0019232041811054756,0.0019474676199670027,0.0019045564271974458,0.001924752394508289,0.0019193163323270035,0.0019244264331956806,0.0019240407876617294,0.0019229874658914792
1580,0.0022888144749182437,0.0023291058509543605,0.0022992649638274854,0.0023096154979179717,0.0023194724926194343,0.0023066699493651255,0.002311940212046504,0.0023129736952054447,0.0019201021578660882,0.0019444000645614246,0.001901706037163775,0.001921737083705355,0.0019163039801425308,0.0019214026028832043,0.0019210224587402625,0.001919975140361685
1590,0.0022859756598647696,0.00232618784537153,0.0022963854604148848,0.002306732508336795,0.002316603028855835,0.0023037890957136042,0.0023090536789229787,0.0023101096428537193,0.0019170150463676539,0.0019413467137575635,0.0018987589648564729,0.0019187357222972823,0.001913321344191532,0.001918413121014484,0.0019180144445182234,0.0019169722257081911
1600,0.0022831587961082978,0.0023232926013675437,0.002293528748367857,0.0023038712845546705,0.0023137490981215425,0.0023009600083938597,0.002306209057912123,0.002307249345951945,0.001913942668219204,0.0019383074039385217,0.0018958266852173722,0.0019157481491839379,0.0019103089210061874,0.001915436095475842,0.001915027036819339,0.0019139845621546359
1610,0.002280363297593402,0.0023204194842905146,0.00229069420113559,0.0023010314572947665,0.002310893861729224,0.002298144890587661,0.0023033753293928427,0.0023044103218148315,0.001910884849072536,0.0019352819750402261,0.0018929296609008217,0.0019127742068011377,0.001907373892256592,0.001912469082679502,0.0019120492114872434,0.0019110052658947163
1620,0.0022775886063257644,0.0023175678983974324,0.0022878812238512625,0.0022982126105683953,0.002308059531921147,0.0022953306873740864,0.0023005617635633024,0.002301598462458365,0.001907841418450018,0.001932270270445291,0.001890024752281949,0.0019098137410140659,0.0019044293529335565,0.0019095064396246197,0.0019090823373898447,0.0019080431787279473
1630,0.0022748341905631797,0.002314737281593482,0.0022850892508656795,0.0022954734325929538,0.0023052457314306496,0.0022925756173033385,0.00229776944668858,0.0022988017477365563,0.0019048122096703146,0.00192927213691374,0.0018871236843520656,0.0019068666010053636,0.0019014906383478802,0.0019065598411694973,0.0019061281810788255,0.0019050949015414487
1640,0.002272099543095929,0.002311927101527167,0.0022823177435562503,0.002292692640152305,0.0023024824887346584,0.002289815658741423,0.002294990141500808,0.0022960351329514017,0.0019017970596758582,0.0019262874244310169,0.001884231731705821,0.0019039326391696587,0.0018985617219609008,0.0019036328290054083,0.0019031908979378898,0.001902157999419285
1650,0.002269384179764855,0.002309136852433835,0.002279566188400417,0.002289932473315992,0.0022997068339980498,0.0022870711553937273,0.002292237484454729,0.002293289134194465,0.001898795808956688,0.0019233159861516969,0.0018813511858928322,0.001901033978638722,0.0018956588841674282,0.0019007096805196966,0.0019002629664734982,0.0018992404495380422
1660,0.0022666876379237033,0.002306366052646891,0.002276834095337521,0.0022871973024446435,0.002296951087772392,0.00228433697890551,0.002289496271883573,0.002290561991492135,0.0018958083014318783,0.0019203576782763632,0.0018784829684876936,0.0018981350690964183,0.0018927539033752883,0.001897798409018936,0.0018973549059011496,0.0018963291776944446
1670,0.0022640094751997797,0.002303614605689841,0.0022741209961505415,0.002284489069714457,0.002294214616110901,0.0022816220444690227,0.0022867807866480128,0.002287850349033782,0.0018928343843149786,0.001917412359973003,0.001875627379341327,0.0018952432019722076,0.0018898615071705205,0.001894899479648826,0.0018944572495013245,0.0018934318771832714
1680,0.0022613492682102,0.002300881413896394,0.0022714264431352715,0.002281795281567134,0.002291523783528926,0.0022789513424288366,0.0022840822441005937,0.0022851502160724513,0.0018898739080532856,0.0019144798932709817,0.0018727844421648765,0.001892361441864221,0.0018869816661976069,0.0018920130275965619,0.0018915709176301476,0.0018905492641438926
1690,0.002258706611439565,0.002298166323197237,0.0022687500077840372,0.002279116737360365,0.0022888555381045395,0.002276282673681518,0.002281409808533974,0.002282475471878209,0.001886926726196947,0.001911560143006641,0.0018699540629449896,0.0018894911174054396,0.0018841208459406955,0.0018891538001406527,0.0018886992087689958,0.00188767645219301
1700,0.00225608111614517,0.00229558228708282,0.00226609127966515,0.0022764538730024597,0.0022861751927021334,0.00227362196696701,0.002278754097833291,0.002279815024114007,0.001883992695341452,0.001908652976715719,0.0018671361016980859,0.0018866619817098362,0.0018812718834217979,0.001886292851548732,0.001885840084305146,0.001884829094433882
1710,0.0022534724094498415,0.0022930242350249763,0.002263449865315126,0.002273806879244833,0.0022835115457894295,0.002271009962404147,0.0022761035962592935,0.002277178915109479,0.0018810716749783074,0.0019057582645678472,0.0018643304041985331,0.0018838167525977445,0.0018784315013684605,0.0018834437886224853,0.0018829882055400038,0.0018819800555487376
1720,0.0022508801333482875,0.0022903544218988436,0.002260825387246923,0.0022711757827541534,0.002280891705373933,0.002268384226353115,0.002273469595881372,0.0022745518812914423,0.0018781635274734976,0.0019028758792802858,0.0018615368155667777,0.0018809831105537356,0.0018756016093910421,0.001880606694542264,0.001880154994843397,0.0018791458748083079
1730,0.0022483039438949692,0.002287703666061014,0.002258217483032121,0.0022685605013701426,0.0022782608566694895,0.0022657769706340147,0.0022708518492337015,0.0022719384000419174,0.0018752681179309283,0.0019000056960565281,0.0018587894491223222,0.0018781612421961968,0.00187279745745772,0.0018777815405887077,0.0018773306651838073,0.0018763202965452752
1740,0.002245743510415954,0.0022850707858220742,0.0022556258044750255,0.002265960882029905,0.002275674731149757,0.0022632016746919614,0.0022682500882690304,0.0022693420847945678,0.0018723853141582314,0.0018971475925266823,0.0018560413445625201,0.0018753788703746999,0.0018699926185056226,0.0018749729582895336,0.0018745161747083516,0.0018735074431153187
1750,0.0022431985147829403,0.0022824548851269055,0.0022530500167842193,0.0022634243238375262,0.002273074300881861,0.002260630703670774,0.0022656701322567585,0.0022667683683421647,0.001869514986547527,0.0018943014486261234,0.001853291534296253,0.0018726152994263945,0.0018671979250355353,0.0018721803731713837,0.0018717153769923778,0.0018707123001044934
